"resource","time","server","queue","capacity","queue_size","system","limit","replication"
"c_r2eheavy_surg_4_surgeon_1_t1",5471.23103934888,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",5471.23103934888,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",5471.23103934888,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",5471.23103934888,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",5471.23103934888,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",5471.23103934888,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",5471.23103934888,1,1,1,Inf,2,Inf,1
"b_r2eheavy_icu_2_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",5471.23103934888,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5471.23103934888,1,1,1,Inf,2,Inf,1
"c_r1_technician_medic_1_t2",5473.27398556843,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",5473.27398556843,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",5478.2362352068,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",5478.2362352068,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",5478.2362352068,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",5478.2362352068,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",5478.2362352068,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t2",5478.2362352068,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",5478.2362352068,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",5499.75294501504,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t2",5499.75294501504,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",5499.75294501504,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",5502.34981778735,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t2",5502.34981778735,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",5502.34981778735,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",5502.34981778735,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",5502.34981778735,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",5502.34981778735,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",5502.34981778735,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",5502.34981778735,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",5530.11302245223,0,0,1,Inf,0,Inf,1
"b_r2b_hold_3_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"b_r2b_hold_3_t1",5530.11302245223,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t1",5530.11302245223,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",5537.10061843047,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",5537.10061843047,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",5537.10061843047,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",5537.10061843047,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",5537.10061843047,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",5537.10061843047,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",5537.10061843047,1,2,1,Inf,3,Inf,1
"b_r2eheavy_icu_2_t1",5542.88095189567,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t2",5555.6261773333,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",5555.6261773333,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_2_t2",5565.52773095784,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t2",5573.62435779145,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t2",5573.62435779145,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",5573.62435779145,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_2_t2",5583.63562300974,0,0,1,Inf,0,Inf,1
"t_HX240M_1",5583.63562300974,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t1",5592.94743416375,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t1",5592.94743416375,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t1",5592.94743416375,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t1",5592.94743416375,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t1",5592.94743416375,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t1",5592.94743416375,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",5592.94743416375,0,2,0,Inf,2,Inf,1
"t_HX240M_1",5601.09906446168,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",5607.03097131935,0,0,1,Inf,0,Inf,1
"b_r2b_hold_1_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",5607.03097131935,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",5607.03097131935,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",5617.69354256665,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",5617.69354256665,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",5617.69354256665,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",5617.69354256665,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",5617.69354256665,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",5617.69354256665,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",5617.69354256665,1,1,1,Inf,2,Inf,1
"b_r2eheavy_icu_2_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5617.69354256665,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",5617.69354256665,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",5666.21360823133,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t2",5666.21360823133,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",5666.21360823133,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",5666.21360823133,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",5666.21360823133,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",5666.21360823133,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",5666.21360823133,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",5666.21360823133,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",5666.21360823133,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",5666.21360823133,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",5666.21360823133,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",5760,1,0,0,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t2",5760,1,0,0,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t2",5760,1,0,0,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t2",5760,1,0,0,Inf,1,Inf,1
"b_r2b_ot_1_t2",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_2_anesthetist_1_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_2_surgeon_1_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_2_surgeon_2_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_1_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_2_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_3_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_2_nurse_4_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5760,1,1,0,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",5760,1,0,0,Inf,1,Inf,1
"c_r2eheavy_surg_6_anesthetist_1_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_6_surgeon_1_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_6_surgeon_2_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_1_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_2_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_3_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_6_nurse_4_t1",5760,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",5760,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",5760,1,1,1,Inf,2,Inf,1
"c_r2eheavy_surg_1_anesthetist_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_1_surgeon_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_1_surgeon_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_3_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_1_nurse_4_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_anesthetist_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_surgeon_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_surgeon_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_3_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_3_nurse_4_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_anesthetist_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_surgeon_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_surgeon_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_1_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_2_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_3_t1",5760,0,0,1,Inf,0,Inf,1
"c_r2eheavy_surg_5_nurse_4_t1",5760,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",5760,1,1,1,Inf,2,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",5760,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t1",5760,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t1",5760,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t1",5760,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5760,1,2,0,Inf,3,Inf,1
"b_r2eheavy_icu_1_t1",5766.3557788038,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_anesthetist_1_t2",5796.51057272749,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t2",5796.51057272749,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t2",5796.51057272749,0,0,0,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t2",5796.51057272749,0,0,0,Inf,0,Inf,1
"b_r2b_ot_1_t2",5796.51057272749,0,0,0,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t2",5796.51057272749,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t2",5796.51057272749,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t2",5835.69196203988,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t2",5835.69196203988,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",5835.69196203988,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",5835.69196203988,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",5835.69196203988,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",5835.69196203988,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",5835.69196203988,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",5835.69196203988,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5844.75566902067,0,2,0,Inf,2,Inf,1
"c_r2eheavy_surg_4_surgeon_1_t1",5844.75566902067,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_surgeon_2_t1",5844.75566902067,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_1_t1",5844.75566902067,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_2_t1",5844.75566902067,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_3_t1",5844.75566902067,0,0,0,Inf,0,Inf,1
"c_r2eheavy_surg_4_nurse_4_t1",5844.75566902067,0,0,0,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",5844.75566902067,1,1,1,Inf,2,Inf,1
"b_r2eheavy_icu_1_t1",5844.75566902067,1,0,1,Inf,1,Inf,1
"c_r2eheavy_surg_4_anesthetist_1_t1",5844.75566902067,0,3,0,Inf,3,Inf,1
"c_r1_technician_medic_1_t1",5858.79937721835,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",5858.79937721835,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t3",5866.61361886514,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t3",5866.61361886514,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",5869.48979401079,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",5869.48979401079,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",5869.48979401079,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",5869.48979401079,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",5869.48979401079,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",5869.48979401079,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_1_t1",5869.48979401079,1,2,1,Inf,3,Inf,1
"c_r1_clinician_nurse_1_t1",5874.45233798849,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",5874.45233798849,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",5874.45233798849,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t1",5882.78027315531,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",5882.78027315531,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t3",5888.84342013856,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t3",5888.84342013856,0,0,1,Inf,0,Inf,1
"t_PMVAmb_2",5888.84342013856,1,0,1,Inf,1,Inf,1
"b_r2eheavy_icu_1_t1",5892.65315853934,0,0,1,Inf,0,Inf,1
"c_r1_clinician_nurse_1_t1",5902.02254930337,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",5902.02254930337,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",5907.8535564733,0,0,1,Inf,0,Inf,1
"b_r2b_hold_1_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",5907.8535564733,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",5907.8535564733,1,0,1,Inf,1,Inf,1
"t_PMVAmb_2",5915.84987591312,0,0,1,Inf,0,Inf,1
"b_r2b_hold_1_t2",5915.84987591312,1,0,1,Inf,1,Inf,1
"b_r2b_resus_2_t2",5915.84987591312,1,0,1,Inf,1,Inf,1
"b_r2b_hold_1_t2",5915.84987591312,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t2",5915.84987591312,1,1,1,Inf,2,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",5922.80769056417,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",5922.80769056417,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",5922.80769056417,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",5922.80769056417,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_1_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_surgeon_2_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_surg_1_medic_1_t1",5922.80769056417,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",5945.30138604334,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t1",5945.30138604334,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",5945.30138604334,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",5945.30138604334,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",5945.30138604334,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",5945.30138604334,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",5945.30138604334,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",5945.30138604334,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_facem_1_t2",5967.16926241048,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",5967.16926241048,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",5967.16926241048,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",5967.16926241048,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",5967.16926241048,0,0,1,Inf,0,Inf,1
"b_r2b_resus_1_t2",5967.16926241048,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",5967.16926241048,0,1,0,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t2",5967.16926241048,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t2",5967.16926241048,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_3_t2",5967.16926241048,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_medic_1_t2",5967.16926241048,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",5971.27369810232,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",5971.27369810232,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",5971.27369810232,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",5971.27369810232,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",5971.27369810232,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",5971.27369810232,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_2_t1",5971.27369810232,1,2,1,Inf,3,Inf,1
"c_r2b_emerg_1_facem_1_t2",6012.83503560908,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_1_t2",6012.83503560908,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_2_t2",6012.83503560908,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_nurse_3_t2",6012.83503560908,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_medic_1_t2",6012.83503560908,0,0,1,Inf,0,Inf,1
"b_r2b_resus_2_t2",6012.83503560908,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t2",6012.83503560908,0,2,0,Inf,2,Inf,1
"c_r2b_surg_1_anesthetist_1_t1",6028.61969861983,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_1_t1",6028.61969861983,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_surgeon_2_t1",6028.61969861983,0,0,1,Inf,0,Inf,1
"c_r2b_surg_1_medic_1_t1",6028.61969861983,0,0,1,Inf,0,Inf,1
"b_r2b_ot_1_t1",6028.61969861983,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_1_t1",6028.61969861983,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_2_t1",6028.61969861983,1,0,1,Inf,1,Inf,1
"c_r2b_evac_1_medic_1_t1",6068.39058314726,0,0,1,Inf,0,Inf,1
"c_r2b_evac_1_medic_2_t1",6068.39058314726,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",6068.39058314726,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",6068.39058314726,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",6068.39058314726,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",6068.39058314726,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",6068.39058314726,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",6068.39058314726,1,0,1,Inf,1,Inf,1
"c_r1_technician_medic_1_t1",6074.74292368023,1,0,1,Inf,1,Inf,1
"c_r1_clinician_nurse_1_t1",6074.74292368023,1,0,1,Inf,1,Inf,1
"c_r2eheavy_emerg_2_facem_1_t1",6091.23332721532,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_1_t1",6091.23332721532,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_2_t1",6091.23332721532,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_nurse_3_t1",6091.23332721532,0,0,1,Inf,0,Inf,1
"c_r2eheavy_emerg_2_medic_1_t1",6091.23332721532,0,0,1,Inf,0,Inf,1
"b_r2eheavy_resus_1_t1",6091.23332721532,0,0,1,Inf,0,Inf,1
"b_r2eheavy_ot_3_t1",6091.23332721532,1,2,1,Inf,3,Inf,1
"c_r1_clinician_nurse_1_t1",6094.04066824378,0,0,1,Inf,0,Inf,1
"c_r1_technician_medic_1_t1",6094.04066824378,0,0,1,Inf,0,Inf,1
"t_PMVAmb_1",6094.04066824378,1,0,1,Inf,1,Inf,1
"t_PMVAmb_1",6125.2833398892,0,0,1,Inf,0,Inf,1
"b_r2b_hold_3_t1",6125.2833398892,1,0,1,Inf,1,Inf,1
"b_r2b_resus_1_t1",6125.2833398892,1,0,1,Inf,1,Inf,1
"b_r2b_hold_3_t1",6125.2833398892,0,0,1,Inf,0,Inf,1
"c_r2b_emerg_1_facem_1_t1",6125.2833398892,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_1_t1",6125.2833398892,1,0,1,Inf,1,Inf,1
"c_r2b_emerg_1_nurse_2_t1",6125.2833398892,1,0,1,Inf,1,Inf,1
