simmer environment: Battlefield Casualty Handling | now: 0 | next: 0
{ Monitor: in memory }
{ Resource: c_r1_technician_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
13243: dnbi_cbt42: dnbi_cbt42
13363.5: wia_spt15: wia_spt15
13399.1: dnbi_spt10: dnbi_spt10
13478.1: wia_cbt31: wia_cbt31
13514.6: kia_cbt14: kia_cbt14
13535.1: dnbi_cbt43: dnbi_cbt43
13842.1: dnbi_cbt44: dnbi_cbt44
13916.9: wia_cbt32: wia_cbt32
14156.8: dnbi_cbt45: dnbi_cbt45
14214.9: wia_spt16: wia_spt16
14357.2: wia_cbt33: wia_cbt33
14395.5: kia_cbt15: kia_cbt15
14445.9: kia_spt7: kia_spt7
14469.2: dnbi_cbt46: dnbi_cbt46
14621: dnbi_spt11: dnbi_spt11
14767.5: dnbi_cbt47: dnbi_cbt47
14801.8: wia_cbt34: wia_cbt34
15056.4: wia_spt17: wia_spt17
15075.3: dnbi_cbt48: dnbi_cbt48
15174.4: wia_cbt35: wia_cbt35
15283.3: kia_cbt16: kia_cbt16
15410.4: dnbi_cbt49: dnbi_cbt49
15554.8: wia_cbt36: wia_cbt36
15730.3: dnbi_cbt50: dnbi_cbt50
15871.7: dnbi_spt12: dnbi_spt12
15899: wia_spt18: wia_spt18
15977.9: wia_cbt37: wia_cbt37
16048.1: dnbi_cbt51: dnbi_cbt51
16176.6: kia_cbt17: kia_cbt17
16246.9: kia_spt8: kia_spt8
16335.5: dnbi_cbt52: dnbi_cbt52
16408: wia_cbt38: wia_cbt38
16647.3: dnbi_cbt53: dnbi_cbt53
16756.6: wia_spt19: wia_spt19
16834.4: wia_cbt39: wia_cbt39
16938.3: dnbi_cbt54: dnbi_cbt54
17075.8: dnbi_spt13: dnbi_spt13
17098.4: kia_cbt18: kia_cbt18
17231.5: wia_cbt40: wia_cbt40
17251.3: dnbi_cbt55: dnbi_cbt55
17536.5: dnbi_cbt56: dnbi_cbt56
17621: wia_spt20: wia_spt20
17656: wia_cbt41: wia_cbt41
17832.9: dnbi_cbt57: dnbi_cbt57
17964.4: kia_spt9: kia_spt9
18035.7: kia_cbt19: kia_cbt19
18101.7: wia_cbt42: wia_cbt42
18136.8: dnbi_cbt58: dnbi_cbt58
18326.7: dnbi_spt14: dnbi_spt14
18450: dnbi_cbt59: dnbi_cbt59
18516.8: wia_cbt43: wia_cbt43
18533.5: wia_spt21: wia_spt21
18751.2: dnbi_cbt60: dnbi_cbt60
18918.5: wia_cbt44: wia_cbt44
18959.6: kia_cbt20: kia_cbt20
19055: dnbi_cbt61: dnbi_cbt61
19307.8: wia_cbt45: wia_cbt45
19347: dnbi_cbt62: dnbi_cbt62
19385.7: wia_spt22: wia_spt22
19562.5: dnbi_spt15: dnbi_spt15
19638: dnbi_cbt63: dnbi_cbt63
19739.1: wia_cbt46: wia_cbt46
19769.7: kia_cbt21: kia_cbt21
19775.3: kia_spt10: kia_spt10
19947.3: dnbi_cbt64: dnbi_cbt64
20101: wia_cbt47: wia_cbt47
20200.4: wia_spt23: wia_spt23
20242.7: dnbi_cbt65: dnbi_cbt65
20524.2: dnbi_cbt66: dnbi_cbt66
20529.1: wia_cbt48: wia_cbt48
20643.4: kia_cbt22: kia_cbt22
20811.6: dnbi_spt16: dnbi_spt16
20846.7: dnbi_cbt67: dnbi_cbt67
20937.6: wia_cbt49: wia_cbt49
21078.9: wia_spt24: wia_spt24
21135.7: dnbi_cbt68: dnbi_cbt68
21383.9: wia_cbt50: wia_cbt50
21439.9: dnbi_cbt69: dnbi_cbt69
21586.2: kia_cbt23: kia_cbt23
21677.6: kia_spt11: kia_spt11
21731.2: dnbi_cbt70: dnbi_cbt70
21752.1: wia_cbt51: wia_cbt51
21927.2: wia_spt25: wia_spt25
22033.1: dnbi_spt17: dnbi_spt17
22034: dnbi_cbt71: dnbi_cbt71
22150.2: wia_cbt52: wia_cbt52
22329.3: dnbi_cbt72: dnbi_cbt72
22558.2: wia_cbt53: wia_cbt53
22566.5: kia_cbt24: kia_cbt24
22633.6: dnbi_cbt73: dnbi_cbt73
22789.4: wia_spt26: wia_spt26
22951.2: dnbi_cbt74: dnbi_cbt74
22964.7: wia_cbt54: wia_cbt54
23244.9: dnbi_spt18: dnbi_spt18
23245.3: dnbi_cbt75: dnbi_cbt75
23400: wia_cbt55: wia_cbt55
23449.9: kia_cbt25: kia_cbt25
23523: kia_spt12: kia_spt12
23534.7: dnbi_cbt76: dnbi_cbt76
23586.4: wia_spt27: wia_spt27
23805.1: wia_cbt56: wia_cbt56
23844.4: dnbi_cbt77: dnbi_cbt77
24168.5: dnbi_cbt78: dnbi_cbt78
24212.2: wia_cbt57: wia_cbt57
24400.8: kia_cbt26: kia_cbt26
24432.4: wia_spt28: wia_spt28
24465: dnbi_spt19: dnbi_spt19
24470.2: dnbi_cbt79: dnbi_cbt79
24616.4: wia_cbt58: wia_cbt58
24760.4: dnbi_cbt80: dnbi_cbt80
24997.1: wia_cbt59: wia_cbt59
25069.9: dnbi_cbt81: dnbi_cbt81
25224: kia_cbt27: kia_cbt27
25264.5: wia_spt29: wia_spt29
25304: kia_spt13: kia_spt13
25378.9: dnbi_cbt82: dnbi_cbt82
25399.2: wia_cbt60: wia_cbt60
25683.3: dnbi_cbt83: dnbi_cbt83
25685.3: dnbi_spt20: dnbi_spt20
25811.9: wia_cbt61: wia_cbt61
25999.2: dnbi_cbt84: dnbi_cbt84
26094.5: wia_spt30: wia_spt30
26129.5: kia_cbt28: kia_cbt28
26217.9: wia_cbt62: wia_cbt62
26302.6: dnbi_cbt85: dnbi_cbt85
26612.8: dnbi_cbt86: dnbi_cbt86
26659.8: wia_cbt63: wia_cbt63
26915.4: wia_spt31: wia_spt31
26916.8: dnbi_cbt87: dnbi_cbt87
26939.3: dnbi_spt21: dnbi_spt21
27018.2: kia_spt14: kia_spt14
27032.9: kia_cbt29: kia_cbt29
27064.7: wia_cbt64: wia_cbt64
27225.1: dnbi_cbt88: dnbi_cbt88
27466.7: wia_cbt65: wia_cbt65
27541.1: dnbi_cbt89: dnbi_cbt89
27750.5: wia_spt32: wia_spt32
27837.1: dnbi_cbt90: dnbi_cbt90
27870.3: wia_cbt66: wia_cbt66
27935.2: kia_cbt30: kia_cbt30
28123.9: dnbi_cbt91: dnbi_cbt91
28164.3: dnbi_spt22: dnbi_spt22
28264.1: wia_cbt67: wia_cbt67
28425.9: dnbi_cbt92: dnbi_cbt92
28587.2: wia_spt33: wia_spt33
28661.6: wia_cbt68: wia_cbt68
28732.9: dnbi_cbt93: dnbi_cbt93
28839.1: kia_spt15: kia_spt15
28904.2: kia_cbt31: kia_cbt31
29032.3: dnbi_cbt94: dnbi_cbt94
29102.4: wia_cbt69: wia_cbt69
29342.6: dnbi_cbt95: dnbi_cbt95
29373.6: dnbi_spt23: dnbi_spt23
29439.6: wia_spt34: wia_spt34
29562: wia_cbt70: wia_cbt70
29638.3: dnbi_cbt96: dnbi_cbt96
29703.5: kia_cbt32: kia_cbt32
29950.9: dnbi_cbt97: dnbi_cbt97
29966.2: wia_cbt71: wia_cbt71
30273.7: dnbi_cbt98: dnbi_cbt98
30310.1: wia_spt35: wia_spt35
30339.4: wia_cbt72: wia_cbt72
30586.7: dnbi_spt24: dnbi_spt24
30588.5: dnbi_cbt99: dnbi_cbt99
30643.3: kia_cbt33: kia_cbt33
30707.4: kia_spt16: kia_spt16
30768.4: wia_cbt73: wia_cbt73
30880.2: dnbi_cbt100: dnbi_cbt100
31177.5: wia_spt36: wia_spt36
31183.2: wia_cbt74: wia_cbt74
31192.9: dnbi_cbt101: dnbi_cbt101
31487.3: dnbi_cbt102: dnbi_cbt102
31582.6: wia_cbt75: wia_cbt75
31583.1: kia_cbt34: kia_cbt34
31793.3: dnbi_cbt103: dnbi_cbt103
31826.2: dnbi_spt25: dnbi_spt25
31972.3: wia_cbt76: wia_cbt76
31994.6: wia_spt37: wia_spt37
32104.9: dnbi_cbt104: dnbi_cbt104
32398.3: wia_cbt77: wia_cbt77
32410.5: dnbi_cbt105: dnbi_cbt105
32499.8: kia_cbt35: kia_cbt35
32544.2: kia_spt17: kia_spt17
32691.3: dnbi_cbt106: dnbi_cbt106
32797: wia_cbt78: wia_cbt78
32849.6: wia_spt38: wia_spt38
32996.7: dnbi_cbt107: dnbi_cbt107
33063.5: dnbi_spt26: dnbi_spt26
33223.6: wia_cbt79: wia_cbt79
33322.7: dnbi_cbt108: dnbi_cbt108
33379.8: kia_cbt36: kia_cbt36
33609.6: wia_spt39: wia_spt39
33625.3: dnbi_cbt109: dnbi_cbt109
33669.7: wia_cbt80: wia_cbt80
33947.5: dnbi_cbt110: dnbi_cbt110
34097.2: wia_cbt81: wia_cbt81
34237.5: dnbi_cbt111: dnbi_cbt111
34255.6: kia_spt18: kia_spt18
34305.9: dnbi_spt27: dnbi_spt27
34334.1: kia_cbt37: kia_cbt37
34477.3: wia_spt40: wia_spt40
34527.4: dnbi_cbt112: dnbi_cbt112
34536.5: wia_cbt82: wia_cbt82
34843.3: dnbi_cbt113: dnbi_cbt113
34961.6: wia_cbt83: wia_cbt83
35134.2: dnbi_cbt114: dnbi_cbt114
35269.7: wia_spt41: wia_spt41
35320.6: kia_cbt38: kia_cbt38
35355.5: wia_cbt84: wia_cbt84
35472.2: dnbi_cbt115: dnbi_cbt115
35537.1: dnbi_spt28: dnbi_spt28
35773.7: wia_cbt85: wia_cbt85
35781.6: dnbi_cbt116: dnbi_cbt116
36082.8: dnbi_cbt117: dnbi_cbt117
36137.3: wia_spt42: wia_spt42
36198.4: wia_cbt86: wia_cbt86
36219.3: kia_cbt39: kia_cbt39
36230.9: kia_spt19: kia_spt19
36424.6: dnbi_cbt118: dnbi_cbt118
36606.8: wia_cbt87: wia_cbt87
36721.3: dnbi_cbt119: dnbi_cbt119
36780.2: dnbi_spt29: dnbi_spt29
37002.5: wia_cbt88: wia_cbt88
37023.1: wia_spt43: wia_spt43
37033.4: dnbi_cbt120: dnbi_cbt120
37186.9: kia_cbt40: kia_cbt40
37315: dnbi_cbt121: dnbi_cbt121
37410.9: wia_cbt89: wia_cbt89
37622.1: dnbi_cbt122: dnbi_cbt122
37856.6: wia_cbt90: wia_cbt90
37873.7: wia_spt44: wia_spt44
37956.9: dnbi_cbt123: dnbi_cbt123
38001.1: dnbi_spt30: dnbi_spt30
38078.8: kia_spt20: kia_spt20
38090.9: kia_cbt41: kia_cbt41
38253.6: wia_cbt91: wia_cbt91
38259.7: dnbi_cbt124: dnbi_cbt124
38560.3: dnbi_cbt125: dnbi_cbt125
38645: wia_cbt92: wia_cbt92
38721.4: wia_spt45: wia_spt45
38888.5: dnbi_cbt126: dnbi_cbt126
39055.2: kia_cbt42: kia_cbt42
39075.5: wia_cbt93: wia_cbt93
39203.3: dnbi_cbt127: dnbi_cbt127
39266.7: dnbi_spt31: dnbi_spt31
39482.5: wia_cbt94: wia_cbt94
39504.2: dnbi_cbt128: dnbi_cbt128
39512.2: wia_spt46: wia_spt46
39816.5: dnbi_cbt129: dnbi_cbt129
39827.6: kia_spt21: kia_spt21
39955.3: wia_cbt95: wia_cbt95
40007: kia_cbt43: kia_cbt43
40131.4: dnbi_cbt130: dnbi_cbt130
40326.8: wia_spt47: wia_spt47
40359.7: wia_cbt96: wia_cbt96
40440.8: dnbi_cbt131: dnbi_cbt131
40532.5: dnbi_spt32: dnbi_spt32
40733.4: dnbi_cbt132: dnbi_cbt132
40773.4: wia_cbt97: wia_cbt97
40958.6: kia_cbt44: kia_cbt44
41049: dnbi_cbt133: dnbi_cbt133
41146.5: wia_spt48: wia_spt48
41168.5: wia_cbt98: wia_cbt98
41339: dnbi_cbt134: dnbi_cbt134
41619.7: wia_cbt99: wia_cbt99
41673.3: dnbi_cbt135: dnbi_cbt135
41679: kia_spt22: kia_spt22
41770.8: dnbi_spt33: dnbi_spt33
41853.2: kia_cbt45: kia_cbt45
41965.5: wia_spt49: wia_spt49
41980.3: dnbi_cbt136: dnbi_cbt136
42058.3: wia_cbt100: wia_cbt100
42273.4: dnbi_cbt137: dnbi_cbt137
42518.4: wia_cbt101: wia_cbt101
42563.7: dnbi_cbt138: dnbi_cbt138
42769.5: wia_spt50: wia_spt50
42798.2: kia_cbt46: kia_cbt46
42852.8: dnbi_cbt139: dnbi_cbt139
42944.7: wia_cbt102: wia_cbt102
43005.5: dnbi_spt34: dnbi_spt34
43174.5: dnbi_cbt140: dnbi_cbt140
simmer environment: Battlefield Casualty Handling | now: 43200 | next: 43200
{ Monitor: in memory }
{ Resource: c_r1_technician_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_clinician_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_clinician_doctor_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_3_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_clinician_nurse_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_clinician_doctor_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_1_t3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_2_t3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_technician_medic_3_t3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_clinician_nurse_1_t3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r1_clinician_doctor_1_t3 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_anesthetist_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_surgeon_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_surgeon_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_medic_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_facem_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_medic_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_evac_1_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_evac_1_medic_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_ot_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 6(Inf) }
{ Resource: b_r2b_resus_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_resus_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_icu_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_icu_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_hold_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2b_hold_2_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: b_r2b_hold_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_hold_4_t1 | monitored: TRUE | server status: 1(1) | queue status: 1(Inf) }
{ Resource: b_r2b_hold_5_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_anesthetist_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_surgeon_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_surgeon_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_surg_1_medic_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_facem_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_nurse_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_nurse_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_nurse_3_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_emerg_1_medic_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_nurse_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_nurse_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_medic_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_icu_1_medic_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_evac_1_medic_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2b_evac_1_medic_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_ot_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_resus_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_resus_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_icu_1_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_icu_2_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_hold_1_t2 | monitored: TRUE | server status: 1(1) | queue status: 6(Inf) }
{ Resource: b_r2b_hold_2_t2 | monitored: TRUE | server status: 1(1) | queue status: 4(Inf) }
{ Resource: b_r2b_hold_3_t2 | monitored: TRUE | server status: 1(1) | queue status: 4(Inf) }
{ Resource: b_r2b_hold_4_t2 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: b_r2b_hold_5_t2 | monitored: TRUE | server status: 1(1) | queue status: 3(Inf) }
{ Resource: c_r2eheavy_surg_1_anesthetist_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_1_surgeon_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_1_surgeon_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_1_nurse_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_1_nurse_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_1_nurse_3_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_1_nurse_4_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_anesthetist_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_surgeon_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_surgeon_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_2_nurse_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_3_anesthetist_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 1(Inf) }
{ Resource: c_r2eheavy_surg_3_surgeon_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_3_surgeon_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_3_nurse_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_3_nurse_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_3_nurse_3_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_3_nurse_4_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_anesthetist_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_surgeon_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_surgeon_2_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_nurse_1_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_nurse_2_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_nurse_3_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_4_nurse_4_t1 | monitored: TRUE | server status: 1(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_anesthetist_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_surgeon_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_surgeon_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_nurse_1_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_nurse_2_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_nurse_3_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_5_nurse_4_t1 | monitored: TRUE | server status: 0(0) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_anesthetist_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_surgeon_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_surgeon_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_surg_6_nurse_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_1_facem_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_1_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_1_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_1_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_1_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_2_facem_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_2_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_2_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_2_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_2_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_3_facem_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_3_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_3_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_3_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_emerg_3_medic_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_1_intensivist_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_1_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_1_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_1_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_1_nurse_4_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_2_intensivist_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_2_nurse_1_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_2_nurse_2_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
{ Resource: c_r2eheavy_icu_2_nurse_3_t1 | monitored: TRUE | server status: 0(1) | queue status: 0(Inf) }
